Dagur;Tími;ID;Námskeið;Stofa;Bygging;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða;Forgangur
5.12.2016;13:30;08122720166;BYG101M;Logberg;L103;9;3;;;;;
5.12.2016;13:30;09216520166;EDL520M;Logberg;L103;9;3;;;;;
5.12.2016;13:30;70362120166;HAG512M;Logberg;L103;7;3;;;;;
;;;;;L103;;;25;25;3;1
;;;;Logberg;;;;50;50;;;
5.12.2016;13:30;11132220166;HJU701G;Oddi;O201;35;3;;;;;
5.12.2016;13:30;09812320166;NAR501M;Oddi;O201;9;3;;;;;
;;;;;O201;;;44;44;2;2
;;;;;O202;;;0;20;0;2
;;;;Oddi;;;;44;64;;;
5.12.2016;13:30;05402120166;ISL111G;VRII;V138;12;2;;;;;
;;;;;V138;;;12;18;1;2
;;;;;V147;;;0;15;0;2
5.12.2016;13:30;70620120166;LAN107G;VRII;V152;32;3;;;;;
;;;;;V152;;;32;36;1;1
5.12.2016;13:30;70620120166;LAN107G;VRII;V156;22;3;;;;;
;;;;;V156;;;22;22;1;1
5.12.2016;13:30;05402120166;ISL111G;VRII;V258;22;2;;;;;
;;;;;V258;;;22;22;1;1
5.12.2016;13:30;70620120166;LAN107G;VRII;V261;30;3;;;;;
;;;;;V261;;;30;30;1;1
;;;;VRII;;;;118;143;;;
5.12.2016;13:30;50004520166;LSS302G;Hamar;H101;20;3;;;;;
;;;;;H101;;;20;20;1;2
5.12.2016;13:30;06011420166;LYF102G;Hamar;H201;20;3;;;;;
;;;;;H201;;;20;25;1;1
;;;;;H202;;;0;16;0;1
;;;;;H203;;;0;16;0;1
5.12.2016;13:30;06011420166;LYF102G;Hamar;H204;13;3;;;;;
5.12.2016;13:30;70737820166;SJU107G;Hamar;H204;12;3;;;;;
;;;;;H204;;;25;25;2;1
5.12.2016;13:30;06011420166;LYF102G;Hamar;H205;12;3;;;;;
5.12.2016;13:30;50004520166;LSS302G;Hamar;H205;13;3;;;;;
;;;;;H205;;;25;25;2;1
;;;;;H206;;;0;22;0;1
5.12.2016;13:30;06011420166;LYF102G;Hamar;H207;22;3;;;;;
5.12.2016;13:30;70737820166;SJU107G;Hamar;H207;23;3;;;;;
;;;;;H207;;;45;45;2;1
;;;;Hamar;;;;135;194;;;
;;;;;K204;;;0;23;0;3
;;;;;K205;;;0;20;0;3
;;;;;K206;;;0;20;0;3
;;;;;K207;;;0;25;0;3
;;;;;K208;;;0;25;0;3
;;;;Klettur;;;;0;113;;;
;;;;;E301;;;0;30;0;3
;;;;;E303;;;0;20;0;3
;;;;Enni;;;;0;50;;;
;;;;;K-salur;;;0;40;0;1
;;;;;Stofa_2;;;0;22;0;2
;;;;Laugarvatn;;;;0;62;;;
;;;;NyjiGardur;;;;0;0;;;
Tölvustofur;;;;;;;;;;;;
;;;;Adalbygging;;;;0;0;;;
;;;;Askja;;;;0;0;;;
;;;;Arnagardur;;;;0;0;;;
;;;;Eirberg;;;;0;0;;;
;;;;;G101;;;0;21;0;1;;;;;Gimli;;;;0;21;;;
5.12.2016;13:30;03031120166;LOG504G;Haskolatorg;Ht204;16;3;;;;;
;;;;;Ht204;;;16;40;1;1;;;;;Haskolatorg;;;;16;40;;;
;;;;Logberg;;;;0;0;;;
5.12.2016;13:30;03031120166;LOG504G;Oddi;O301;32;3;;;;;
5.12.2016;13:30;05100120166;TAK102G;Oddi;O301;6;3;;;;;
;;;;;O301;;;38;38;2;1;;;;;Oddi;;;;38;38;;;
;;;;;V260;;;0;22;0;1;;;;;VRII;;;;0;22;;;
;;;;Hamar;;;;0;0;;;
;;;;Klettur;;;;0;0;;;
;;;;Enni;;;;0;0;;;
;;;;Laugarvatn;;;;0;0;;;
;;;;;NG014;;;0;10;0;3;;;;;;NG015;;;0;15;0;3;;;;;NyjiGardur;;;;0;25;;;
Sérúrræði;;;;;;;;;;;;
;;;;;A069;;;0;12;0;2
5.12.2016;13:30;09812120166;NAR101G;Adalbygging;A207;1;3;;;;
;;;;;A207;;;1;18;1;1
;;;;;A222;;;0;16;0;1
;;;;;A225;;;0;18;0;1
;;;;;A229;;;0;10;0;1
;;;;Adalbygging;;;;1;74;;;
;;;;Askja;;;;0;0;;;
5.12.2016;13:30;11141220166;HJU702G;Arnagardur;A101;7;3;;;;
5.12.2016;13:30;05770120166;JAP102G;Arnagardur;A101;1;3;;;;
5.12.2016;13:30;05772220166;JAP304G;Arnagardur;A101;1;3;;;;
5.12.2016;13:30;10092220166;STJ317G;Arnagardur;A101;6;3;;;;
;;;;;A101;;;15;15;4;2
5.12.2016;13:30;70206520166;HSP107G;Arnagardur;A303;1;2;;;;
5.12.2016;13:30;05402120166;ISL111G;Arnagardur;A303;2;2;;;;
;;;;;A303;;;3;10;2;2
5.12.2016;13:30;05501520166;ISE305G;Arnagardur;A310;1;3;;;;
5.12.2016;13:30;05070220166;LIS102G;Arnagardur;A310;1;3;;;;
5.12.2016;13:30;10590120166;OSS101F;Arnagardur;A310;1;3;;;;
5.12.2016;13:30;05281020166;RUS106G;Arnagardur;A310;1;3;;;;
5.12.2016;13:30;05290520166;SPA107G;Arnagardur;A310;2;3;;;;
5.12.2016;13:30;04440920166;VID509G;Arnagardur;A310;8;3;;;;
;;;;;A310;;;14;14;6;2
;;;;Arnagardur;;;;32;39;;;
;;;;Eirberg;;;;0;0;;;
;;;;Gimli;;;;0;0;;;
;;;;Haskolatorg;;;;0;0;;;
5.12.2016;13:30;10060320166;FRG102G;Logberg;L201;12;2;;;;
5.12.2016;13:30;70742420166;SJU509G;Logberg;L201;3;2;;;;
;;;;;L201;;;15;18;2;2
5.12.2016;13:30;05000220166;ABF305G;Logberg;L204;2;3;;;;
5.12.2016;13:30;09216520166;EDL520M;Logberg;L204;3;3;;;;
5.12.2016;13:30;70362120166;HAG512M;Logberg;L204;1;3;;;;
5.12.2016;13:30;70620420166;LAN305G;Logberg;L204;4;3;;;;
5.12.2016;13:30;70768120166;TJO328G;Logberg;L204;2;3;;;;
;;;;;L204;;;12;12;5;2
5.12.2016;13:30;08122720166;BYG101M;Logberg;L205;1;3;;;;
5.12.2016;13:30;11132220166;HJU701G;Logberg;L205;7;3;;;;
5.12.2016;13:30;70367820166;IDN113F;Logberg;L205;3;3;;;;
5.12.2016;13:30;08126920166;UMV101M;Logberg;L205;1;3;;;;
;;;;;L205;;;12;12;4;2
;;;;Logberg;;;;39;42;;;
;;;;Oddi;;;;0;0;;;
;;;;VRII;;;;0;0;;;
;;;;;H208;;;0;16;0;1
5.12.2016;13:30;06011420166;LYF102G;Hamar;H209;3;3;;;;
5.12.2016;13:30;50004520166;LSS302G;Hamar;H209;4;3;;;;
5.12.2016;13:30;70737820166;SJU107G;Hamar;H209;3;3;;;;
;;;;;H209;;;10;16;3;1
;;;;Hamar;;;;10;32;;;
;;;;Klettur;;;;0;0;;;
;;;;Enni;;;;0;0;;;
;;;;;K-salur_b;;;0;10;0;1
;;;;Laugarvatn;;;;0;10;;;
;;;;NyjiGardur;;;;0;0;;;
Sérúrræði tölvustofur;;;;;;;;;
;;;;Adalbygging;;;;0;0;;;
5.12.2016;13:30;03031120166;LOG504G;Askja;N166;24;3;;;;;
;;;;;N166;;;24;24;1;2
;;;;Askja;;;;24;24;;;
;;;;Arnagardur;;;;0;0;;;
;;;;Eirberg;;;;0;0;;;
;;;;Gimli;;;;0;0;;;
;;;;;Ht302;;;0;10;0;1
;;;;Haskolatorg;;;;0;10;;;
;;;;Logberg;;;;0;0;;;
5.12.2016;13:30;03031120166;LOG504G;Oddi;O102;11;3;;;;;
5.12.2016;13:30;05100120166;TAK102G;Oddi;O102;2;3;;;;;
5.12.2016;13:30;05100720166;TAK302G;Oddi;O102;5;3;;;;;
;;;;;O102;;;18;18;3;1
;;;;;O103;;;0;10;0;1
;;;;Oddi;;;;18;28;;;
;;;;VRII;;;;0;0;;;
;;;;Hamar;;;;0;0;;;
;;;;Klettur;;;;0;0;;;
;;;;Enni;;;;0;0;;;
;;;;Laugarvatn;;;;0;0;;;
;;;;NyjiGardur;;;;0;0;;;
